symbol,marketcap,outstanding_shares
ED,34555068300,354192992
EFX,27584466870,122909000
EIX,26918469240,380796000
EL,62061856480,232424000
ELAN,12563115062,473187008
ELP,20961972142,2736549888
ELS,14683945160,186014000
EMN,13792492000,128950000
EMR,56958660000,594000000
ENB,93461184000,2025600000
ENIA,12144265528,2145629952
ENPH,27718055200,133936000
ENTG,15586740560,135844000
EOG,70609620215,585388992
EPAM,15942474765,56878500
EPD,57064681083,2176379904
EQH,12021760374,389558016
EQIX,68878104830,90721000
EQNR,121205851894,3220989952
EQR,34456551487,375916992
EQT,13664676111,376023008
ERIC,31936041679,3330139904
ES,31764894966,344745984
ESS,22958518790,65278700
ET,34034444083,3082830080
ETN,58285273566,399569984
ETR,25030432840,203516000
ETSY,15364641350,127033000
EVRG,16185687920,229324000
EW,76881764590,621316992
EWBC,10772311583,141908992
EXAS,11939202141,174116992
EXC,49026453940,980137024
EXPD,16358132560,167398000
EXPE,27339038836,150231008
EXR,28643795067,134251008
F,59061631918,3947970048
FAST,33790774401,575553984
FB,514809400269,2309080064
FCX,70527735951,1454780032
FDS,16847691462,37896600
FDX,52812701060,259178000
FE,27106473300,570902976
FFIV,12993115744,60738200
FHN,12510870240,533968000
FICO,11068441928,26279600
FIS,61891771793,609590976
FISV,65389023544,648764992
FITB,27728617091,685673024
FITBI,17019791360,655616000
FLT,19445168556,77886600
FMC,17100046190,125893000
FMS,19580096748,586054976
FMX,28253704712,357823008
FNF,12519614794,283569984
FNV,31442902200,191340000
FOXA,12133267135,315806016
FRC,28181507985,179603008
FTNT,54374770505,160815008
FTS,24596387633,476859008
FTV,21454192544,359065984
FWONK,14119708640,205288000
GD,67756710960,278136000
GDDY,13860479913,167175008
GE,98562556431,1101750016
GFI,13190411674,891244032
GFL,10814525030,326230016
GGB,10524477599,1705750016
GGG,11625328300,169342000
GIB,17693838120,216916000
GILD,76590629172,1255789952
GIS,42004284768,602211968
GL,10066557256,99177904
GLOB,10189584160,41776000
GLPI,11411778400,247544000
GLW,29098679411,845646016
GM,56260935639,1453020032
GMAB,25242444443,654457984
GME,11450880000,76339200
GNRC,18941207552,63783700
GOLD,44306064000,1779360000
GOOG,861473544534,315639008
GOOGL,817382938092,300755008
GPC,18339553434,141947008
GPN,37917483240,281684000
GRMN,22237981373,192787008
GS,106159136237,337924992
GSK,117514346281,2541949952
GWW,26645709124,51102200
HAL,33996101344,900558976
HAS,11767132800,138960000
HBAN,20010894835,1444829952
HCA,76902839266,302017984
HD,312852762656,1033369984
HDB,115809148493,1848509952
HES,33508320549,309745984
HIG,24027825730,331647008
HLT,40628682614,279139008
HMC,44485525263,1711640064
HOLX,19866228480,249984000
HON,132092378317,685481984
HPE,20802240512,1300140032
HPQ,42198001559,1053369984
HRL,28830395046,544998016
HSBC,138796710851,4038309888
HSIC,12279726244,137172992
HST,12818992787,714150016
HSY,32432811880,145628000
HTHT,10602807022,323651008
HUBS,21638844366,47569400
HUM,57997596800,126743000
HWM,14418709825,418904992
HZNP,25759000371,229192992
IBM,115221936000,896320000
IBN,67710792141,3474129920
ICE,72789423524,560435968
ICL,15407184925,1287149952
ICLR,21015831674,81554704
IDXX,46426182263,84218304
IEP,15463023200,293416000
IEX,15123545856,76104800
IFF,32072394493,254744992
IHG,12216822240,184016000
ILMN,57776000000,157000000
IMO,33222999600,669144000
INCY,18188487843,221324992
INFY,99860111124,4192280064
ING,38426866990,3763650048
INTC,194458567434,4088699904
INTU,139994768120,282812000
INVH,24790028526,608195008
IP,17012417440,374888000
IPG,13430096400,393960000
IQV,47591293194,190915008
IR,19480472000,407968000
IRM,16165156795,290479008
ISRG,104820287235,359195008
IT,24254211150,82287400
ITUB,54571787182,9779890176
ITW,63917667000,311900000
IX,22379622781,239072992
J,18558145540,129217000
JAZZ,10412866008,61738800
JBHT,18096061500,104850000
JCI,46012651760,702376000
JD,89042883827,1559420032
JHX,13347109290,445348992
JKHY,14833724250,72825000
JLL,11016625484,49885100
JNJ,477959725384,2629619968
JNPR,11515713014,322568992
JPM,387083860803,2952809984
K,22789666437,339435008
KB,18655675154,389633984
KDP,53336997600,1418160000
KEP,11568209156,1283929984
KEY,19074274668,920129024
KHC,49375315255,1224889984
KIM,14848497642,617915008
KKR,32991803789,591145024
KLAC,53214455025,150715008
KMB,42685408320,336928000
KMI,43694148442,2267470080
KMX,16025721600,161680000
KO,275011754435,4334989824
KOF,11506246348,210083008
KR,43311684956,723308032
L,15660802640,246394000
LBRDK,19583000721,142339008
LDOS,14734479940,136342000
LEN,19311229473,258620992
LFC,43414577480,5652939776
LH,25333596539,93175904
LHX,50350048000,193060000
LI,27257176244,1032860032
LIN,161488294706,507744992
LKQ,12801751519,284990016
LLY,293732387677,952347008
LMT,124074242340,266534000
LNC,10937096607,172455008
LNG,36516288920,254398000
LNT,16134607300,250810000
LOGI,11993350200,166228000
LOW,134058725903,661561024
LRCX,70215930000,139500000
LSI,12286366822,83688896
LU,13419534477,2462299904
LULU,46535313300,122710000
LUMN,11666417818,1023369984
LUV,25109378058,592342016
LVS,27587751120,763992000
LYB,32866600397,328009984
LYFT,11765842827,339955008
LYG,40284961178,17515200512
LYV,24621255860,224626000
MA,338968780339,969729024
MAA,24921729870,115341000
MAR,53885646275,327254016
MAS,11982305840,236524000
MCD,189138286705,743585024
MCHP,37913024653,555990976
MCK,47956331720,149798000
MCO,63654751513,185376992
MDB,28951485601,67566304
MDLZ,87312072694,1388329984
MDT,150695184605,1341539968
MELI,59148545660,50419000
MET,57384176013,825078016
MFC,40800368726,1936419968
MFG,32062942433,12673099776
MGA,18088297221,294982016
MGM,17056346627,435332992
MKC,25770775740,250226000
MKL,20181285975,13582500
MKTX,10867840296,37835400
MLM,23060420214,62394600
MMC,87083757608,502705984
MMM,85347336602,569171968
MMP,10403008748,212392992
MNST,43290979674,529359008
MO,97641381519,1817260032
MOH,20083939050,58673500
MORN,12462497856,42808800
MOS,26341459108,368308992
MPC,47953579274,558574016
MPLX,33716155432,1014630016
MPW,12675887676,599900032
MPWR,20292341790,46509000
MRK,219460775834,2528349952
MRNA,64080180000,403020000
MRO,18217971251,730764992
MRVL,55666548000,847800000
MS,148079466340,1781299968
MSCI,41446631040,81267904
MSFT,2259331678147,7496869888
MSI,40403527920,167448000
MT,28021171476,909483008
MTB,20805117760,129056000
MTCH,29199155200,285148000
MTD,31119125144,22735600
MTN,10093360615,40553500
MU,81829574083,1116669952
MUFG,76414457160,12651400192
NDAQ,30087396000,164412000
NDSN,13018673414,57940600
NEE,171063440773,1964440064
NEM,64220327796,792550016
NET,31290124261,278480992
NFLX,160781203347,443963008
NGG,58049393433,728988992
NI,13016912093,405384992
NICE,13965809655,63437700
NIO,33981247852,1669020032
NKE,164152177080,1268760064
NLOK,15803344543,581860992
NMR,12339979965,3017110016
NOC,73300772080,155704000
NOK,30711736730,5645539840
NOW,105956000000,200000000
NSC,67083210271,259348992
NTAP,17538062160,222536000
NTES,62381102826,670980992
NTR,57654106285,552507008
NTRS,23661947760,207944000
NUE,40561440097,268779008
NVDA,603263360000,2492000000
NVO,277020309796,2274200064
NVR,14530080430,3360100
NVS,204273507226,2234939904
NWG,30063133256,5302139904
NXPI,45398070960,262538000
O,42821669047,597900992
ODFL,30322947360,114864000
OKE,31632039003,446212992
OKTA,22094180400,149720000
OMC,16326127720,206948000
ON,23393815955,432497984
ORAN,31654635057,2657819904
ORCL,217561766400,2668160000
ORLY,48186212412,66296400
OTEX,11557990281,271187008
OTIS,32951552239,424961984
OVV,13332985680,258692000
OXY,54040910659,936908992
PANW,60712678068,98484400
PAYC,19752307332,60207600
PAYX,50484616161,361016992
PBA,21084367607,550361984
PBR,100638321203,6522250240
PCAR,28950897916,347675008
PCG,24524392008,1987389952
PCTY,11401769967,55110300
PDD,53101896622,1253289984
PEAK,18893291121,539500032
PEG,35953806726,502078016
PEP,238679795782,1383250048
PFE,311530999378,5647770112
PFG,18428362160,252236000
PG,380798552909,2397070080
PGR,69910584001,584878976
PH,35540869140,128478000
PHG,26775500632,870182016
PINS,13423492874,569516032
PKG,14177384940,93703800
PKI,21750728370,126157000
PKX,18219015798,315316992
PLD,124964929761,740182016
PLUG,15791206536,578009024
PM,154496473600,1550080000
PNC,75899369351,418455008
PODD,18516400176,69217600
POOL,17080665408,40125600
PPG,31679254200,236148000
PPL,21421094594,735361984
PRU,43157239066,376425984
PSA,71756081126,175356992
PSX,39968626209,481086016
PTC,12163008000,116952000
PTR,95701683410,1830210048
PUK,39672398538,1374649984
PWR,18886448400,142690000
PXD,59358420760,242884000
PYPL,131691592765,1164999936
QCOM,156900948910,1127000064
QGEN,11199289680,227074000
QRVO,12394861920,108432000
QSR,18317887807,309632992
RACE,40582620000,183300000
RCI,22889966360,393772000
RCL,20193688204,255003008
RE,11645689226,39271900
REG,11857297316,171372992
REGN,77027608800,106716000
RELX,62138933230,1930380032
REXR,12409432800,160536000
RF,19136520993,937145984
RGEN,10006531650,55327500
RHI,12264008800,110686000
RIO,131011761619,1620429952
RJF,22117917080,207602000
RMD,36862666720,146234000
ROK,31494925800,116196000
ROKU,13953423790,119087000
ROL,17502028400,492460000
ROP,51245967810,105603000
ROST,33505227200,351392000
RPM,11206599920,129676000
RPRX,17677879617,432963008
RS,11011185870,61704600
RSG,42719527916,315785984
RTX,150487459753,1490269952
RY,152527478845,1416620032
RYAAY,19924615860,226906000
SAN,57220344678,17080699904
SAP,128786547894,1179580032
SBAC,39889597930,108017000
SBNY,16939686440,62751200
SBSW,11233632256,702102016
SBUX,95612938660,1150300032
SCCO,56767776648,773086976
SCHW,145334480000,1816000000
SCI,11160028065,160760992
SE,64837040640,557737984
SEDG,17358532191,55118700
SGEN,28697823529,183819008
SHG,16830784957,512820992
SHOP,73417731760,114008000
SHW,68740378840,260548000
SIRI,25898421535,3947930112
SIVB,29421266688,58809600
SJM,14895621720,108458000
SJR,14902642320,476732000
SKM,10283452059,392798016
SLB,57895935444,1413129984
SLF,31910693443,586054976
SLMBP,26205008669,435660992
SMFG,42221069722,6854069760
SNA,10965955401,53416900
SNAP,49659600000,1369920000
SNN,14156956938,437078016
SNOW,67286648000,314600000
SNP,61068213207,1210710016
SNPS,49966923241,153099008
SNY,138650648535,2497309952
SO,80323026012,1060230016
SPG,41210206428,328342016
SPGI,144012738050,347027008
SPLK,21874484000,160700000
SPOT,27240057141,192659008
SQ,65277199723,518360992
SQM,24464896070,285638016
SRE,53065484600,315772000
SSL,15643425097,635395008
SSNC,18626216534,254979008
STE,24875551880,100127000
STLD,15851285520,189518000
STM,35108186701,904617024
STT,30734985992,366067008
STX,18941243940,218898000
STZ,39852209440,164339008
SU,46736190022,1431430016
SUI,21180685350,116205000
SUZ,15596982830,1349219968
SWK,22732105323,163411008
SWKS,19895234244,161671008
SYF,18046850235,506223008
SYK,102043209000,377700000
SYY,42463165629,507447008
T,169978702280,7163030016
TAK,46234271570,3100890112
TAP,10128243914,200599008
TCOM,14259890720,637456000
TD,138962631652,1813660032
TDG,36127457319,55462100
TDOC,11028894880,160327008
TDY,22433554260,46765800
TEAM,41353887380,141154000
TECH,17665984095,39288300
TECK,20828357000,526900000
TEF,28606297421,5779049984
TEL,40827106003,325575008
TER,18004803480,161594000
TEVA,11231899889,1103330048
TFC,71605978614,1328989952
TFX,16095256389,46901700
TGT,105519159769,462417984
TJX,72076852956,1175229952
TLK,31075812642,990622016
TM,240646133016,1379139968
TMO,239491654320,391192000
TMUS,166505369068,1249289984
TRGP,17325465907,228267008
TRI,52878957120,486288000
TRMB,18245818080,251216000
TROW,33374165000,227810000
TRP,57468767797,981198016
TRU,18589688000,192400000
TRV,43974915633,241500992
TS,18020883017,590268032
TSCO,25903483080,112146000
TSLA,1092688799516,1033510016
TSM,521276635300,5185800192
TSN,26742085932,292455008
TT,35584185060,233538000
TTD,30207399977,440598016
TTM,22377640961,765833024
TTWO,16551371400,115421000
TU,37338223808,1370210048
TWLO,26198444961,171703008
TWTR,38454788383,800641024
TXN,163903135642,922878016
TXT,15121396541,216328992
TYL,18105856332,41348900
U,27603757451,294095008
UAL,13764141722,324625984
UBER,63086559200,1954960000
UBS,63198751982,3399610112
UDR,18823925294,318401984
UHAL,10770564540,19607800
UI,17755251192,61534800
UL,118192646400,2562720000
ULTA,20867080694,52327300
UMC,21469212826,2496420096
UNH,505215722346,940899008
UNP,153866842779,628387008
UPS,141320013600,733368000
URI,23167887448,72192096
USB,78083403200,1485040000
V,358467476083,1658419968
VALE,99220686111,4844760064
VEEV,28496719160,139594000
VFC,21821292118,388902016
VICI,20805881178,748412992
VIV,19117116365,1676940032
VLO,42305057783,409416992
VMC,23398646580,132894000
VMW,46842480000,421056000
VOD,47780901181,2833979904
VRSK,35517744022,161283008
VRSN,24313856900,110167000
VRTX,70219971703,254576992
VST,10636750967,440992992
VTR,24510245741,399515008
VTRS,13075560146,1209580032
VZ,221214000000,4200000000
WAB,16695073720,184252000
WAT,18986769500,60515600
WBA,38964799669,863772992
WCN,37107176746,257152992
WDAY,45717000000,196000000
WDC,14944964444,312918016
WEC,32745308180,315435008
WFC,181487907364,3801590016
WIT,41270715034,5466319872
WLK,14533705920,128118000
WM,67994904800,415160000
WMB,40962479885,1217309952
WMT,430763656228,2751780096
WPC,15637971007,191500992
WPM,22077274068,451108992
WPP,14481940280,223108000
WRB,17839062220,265186000
WRK,12186808200,263214000
WSM,10233637717,71558896
WST,31231698720,74281600
WTRG,13240222620,253014000
WY,28314977210,747097024
XEL,40605600907,544529984
XOM,360066830861,4233590016
XP,13039435536,424599008
XPEV,24108110400,856416000
XRAY,10457820780,217554000
XYL,15617664266,180092992
Y,11475782724,13454700
YUM,34793311437,288980992
YUMC,17776894968,425590016
ZBH,27193021020,209322000
ZBRA,22095787680,52810200
ZEN,15020231000,121868000
ZI,22698867840,403392000
ZM,28270077565,247288992
ZNGA,10236986255,1132409984
ZS,32726074744,141084992
ZTO,20550748160,808448000
ZTS,93417221613,471971008
